text,hashtags,placename,"Sit == True  (1), else (0)","Relevant == True (1), else (0)"
b'The amazing thing about watching a woman come forward with allegations of sexual harassment is how our institutions\\u2026 https://t.co/wHTtaMIOXs',,"Nanaimo, British Columbia",,
b'Big win by the Oil last night over Vegas! \\n\\nWant to watch them try for another win IN Las Vegas this February? Chec\\u2026 https://t.co/mxelM8vHB5',,"Edmonton, Alberta",,
"b""Want to work at TJX Canada? We're #hiring in #SalmonArm, BC! Click for details: https://t.co/s3mjiGPZ7a #Retail #Job #Jobs #CareerArc""","hiring,SalmonArm,Retail,Job,Jobs,CareerArc","Salmon Arm, British Columbia",,
"b'I gave them a few ideas, watch em run off with that \\U0001f602'",,"Regina, Saskatchewan",,
"b""We're hiring! Come work with us as a Audio/Video and Lighting Technical Specialist: https://t.co/ELeBQX1oe8 #MBJobs\\u2026 https://t.co/zeoZvGsJ6Z""",MBJobs,"Winnipeg, Manitoba",,
"b'Hey Friends,\\nAs I start re-integrating into the workforce, I thought I would share one of the\\u2026 https://t.co/XBsbHFhTPl'",,"Whitehorse, Yukon",,
b'They say working with family is hard. Not when you do it everyday and you\\u2019re on the same path.\\u2026 https://t.co/yW2brXyeHU',,"Toronto, Ontario",,
"b""#FF! Today it's @KimberlyisLive! New member of @OBGtv &amp; a super awesome individual! She is fun, cheerful, passionate! Variety games creator!""",FF,"Edmonton, Alberta",,
"b""Want to work at Red Lobster? We're #hiring in #Windsor, ON! Click for details: https://t.co/V2LPqjKhp6 #Hospitality #Job #Jobs #CareerArc""","hiring,Windsor,Hospitality,Job,Jobs,CareerArc","Windsor, Ontario",,
"b""If you're looking for work in #Edmonton, AB, check out this #job: https://t.co/uxB2JKPEYx #Hiring #CareerArc""","Edmonton,job,Hiring,CareerArc","Edmonton, Alberta",,
"b""It's such a good feeling when u wake up and actually want to go to work. I love my job!!!""",,"Saint John, New Brunswick",,
"b'Want to work in #Whistler, BC? View our latest opening: https://t.co/P6WMYyCIjK #Hospitality #Job #Jobs #Hiring #CareerArc'","Whistler,Hospitality,Job,Jobs,Hiring,CareerArc","Whistler, British Columbia",,
b'Before #BST20 Ss work with first client - they must tackle Marshmallow Challenge!\\nCC: @eugene1350 @delaney_epp\\u2026 https://t.co/tVe7qW0kbl',BST20,"Regina, Saskatchewan",,
b'it actually makes me so sad ross and mona never worked out',,"Toronto, Ontario",,
"b""If you're looking for work in #Oakville, ON, check out this #job: https://t.co/urlcFhrqMo #SupplyChain #Hiring #CareerArc""","Oakville,job,SupplyChain,Hiring,CareerArc","Oakville, Ontario",,
b'Our #MindsMatter team is at #ELNstudio3D today talking to emerging leaders about the importance of workplaces that\\u2026 https://t.co/N7a41sQdcy',"MindsMatter,ELNstudio3D","Toronto, Ontario",,
b'Ultimately you are your own business you are you and that is what needs to work for you. Market yourself in a way where you will attract...',,"Toronto, Ontario",,
"b""If you're looking for work in #Mississauga, ON, check out this #job: https://t.co/er884pR5Jc #BusinessMgmt #Hiring #CareerArc""","Mississauga,job,BusinessMgmt,Hiring,CareerArc","Mississauga, Ontario",,
"b""Missed #TheOrville last night? See page's FB for list of the networks sites, Hulu etc for watching the ep's online\\u2026 https://t.co/iCYXlMFzNI""",TheOrville,"Toronto, Ontario",,
b'My favorite part of winter has to be watching that chip in my windshield form a crack alllll the way across my windshield. \\U0001f643\\U0001f643\\U0001f643\\U0001f643',,"Edmonton, Alberta",,
b'Come and work with us @ROMtoronto https://t.co/YMZPuCpJhp please circulate #jobs',jobs,"Toronto, Ontario",,
b'Um last night the bar I went to didn\\u2019t have coat check so I paid someone $5 to watch my coat!!!!',,"Toronto, Ontario",,
b'Lol somebody at my work got suspended for a month without pay for shit talking another employee on Facebook while p\\u2026 https://t.co/jG3JjZjdRq',,"Capital, British Columbia",,
"b""@passittobulis Good read! I'm excited to see, maybe when we're 20 games in or so, If the Canucks are #actuallygood""",actuallygood,"Nanaimo, British Columbia",,
b'Time for some live competitive painting tonight! Come watch our tournament in #Vancouver Heritage Hall!\\u2026 https://t.co/xZaW9lKvY0',Vancouver,"Vancouver, British Columbia",,
"b""There's still a few spaces for my workshop TONIGHT : PARTNER YOGA WORKSHOP IN KITSILANO\\n\\nPartner\\u2026 https://t.co/t0BDiMSt9h""",,"Vancouver, British Columbia",,
"b""Sorry boss I can't work right now BlizzCon is on https://t.co/Iefr31Uk18""",,"Sturgeon County, Alberta",,
"b'@charper5 Mine was butt-leg. Patchable, but no longer going to be wearing them to work. Sadly, they\\u2019re weren\\u2019t that old.'",,"Red Deer, Alberta",,
"b""Next Monday registration will open for the full weekend food business workshop. I'm only\\u2026 https://t.co/jbCgHAvttl""",,"Ottawa, Ontario",,
"b""@RetiredCdnRJB @Rosie It didn't work for Beau Jangles,\\nhe did his time.""",,Canada,,
b'@CherieeWeichel @Arsenalpulp Thank you so much for sharing your review of my work!',,"Toronto, Ontario",,
b'I don\\u2019t watch bad',,"Ottawa, Ontario",,
b'Many layers of customer support incompetence by @rogers lost me half a day of productive work in my own business today.',,"Kingston, New Brunswick",,
"b'I rarely watch baseball \\u26be\\ufe0f but last night game was super fire \\U0001f525, wish every game was like that'",,"Ottawa, Ontario",,
b'Facilitating the Intro to @ArcGISOnline and @EsriStoryMaps Map Journal workshops today at #2017IMW in Winnipeg!',2017IMW,"Winnipeg, Manitoba",,
b'@SosoD516 I am sure he can afford it now working for Janet he is set for life. lol',,"Simcoe, Ontario",,
"b""@DinaPugliese BT was fantastic this morning. Can't wait 4 tomorrow. Plus it marks 9 years I've been watching the show. U guys are my family""",,"Markham, Ontario",,
"b'@AttackOHL Sean Day: 2a. Has 4 pts (1g, 3a) in his last 2 games. #NYR #OHL'","NYR,OHL",Canada,,
"b""Studded tires don't work well on pavement. https://t.co/spKaxDU1sf""",,"Calgary, Alberta",,
"b""The potion has worked, Lady Capulet and the nurse are \\U0001f4af% convinced. Now we're onto phase 2 of my plan. #ENG1D00SSS""",ENG1D00SSS,"Mississauga, Ontario",,
"b'Good Morning #Action4ACEs If you work in education, pls jo'",Action4ACEs,"Vancouver, British Columbia",,
"b'Perfect your work before promoting it. Its not because 2-3 different people tld you that your makeup is nice , does\\u2026 https://t.co/dbXpqeuGuC'",,"Montr̩al, Qu̩bec",,
b'Duchene &amp,Ryan make 13.25 combined. Major assets shipped out to aquire both. This combo has to work. No room for excuses.',,,
b'Please don\\u2019t book your holiday online and then ask me questions about your trip. I\\u2019m a travel expert that has worke\\u2026 https://t.co/tjlV5QoYzR',,"Red Deer, Alberta",,
b'Yen a qui doive juste delete ce app. Cause they obvs dont know how it works https://t.co/19kStBhnWD',,"Montr̩al, Qu̩bec",,
"b'Good Morning #Action4ACEs If you work in education, pls join us for breakfast at table 44,45,46 #Connections=Strength'","Action4ACEs,Connections","Vancouver, British Columbia",,
b'Unlimited blade works https://t.co/9qxEHtXZsf',,"Toronto, Ontario",,
"b""We're so thrilled to be featuring @sickkids' amazing campaign work in the York Street Promenade. We're even more ex\\u2026 https://t.co/rWAH0DV0P8""",,"Toronto, Ontario",,
b'Selenoneine health benefits generated huge interest at RNUK AGM. Great work by @universitelaval @FSGulaval team https://t.co/EsOqe1IVHk',,"Tasiujaq, Qu̩bec",,
b'@TSNSimmer Don\\u2019t necessarily need to work together. Would be great but as long as they can both produce I\\u2019m happy',,"Ottawa, Ontario",,
b'Going to watch The Brave on global #Fibe #global #TheBrave \\U0001f4fc\\U0001f44d\\U0001f44d\\U0001f44d\\U0001f44d\\U0001f52b\\U0001f4a3\\U0001f471\\U0001f3fb\\U0001f471\\U0001f3fb\\U0001f468\\U0001f3fd\\U0001f471\\U0001f3fb\\u200d\\u2640\\ufe0f\\U0001f471\\U0001f3fb\\u200d\\u2640\\ufe0f\\U0001f469\\U0001f3fd',"Fibe,global,TheBrave","Toronto, Ontario",,
b'_ not having my camera is slowing up my work flow. \\U0001f643',,"Toronto, Ontario",,
b'War games will be hot! \\U0001f525 https://t.co/B9Lo7HCmMs',,"Toronto, Ontario",,
b'@Hannah_Furness Anything for a photo op. Charles and his brood working hard to promote the next generation of tyranny.',,"Hamilton, Ontario",,
b'Could be a dream with the right person who is willing to put in the work. #SellYourExAsARealtorWould',SellYourExAsARealtorWould,"Toronto, Ontario",,
"b""I've only been to 10 CHL games this season thus far which is my lowest total by Nov 15 since 2007/08 (Also 10). My\\u2026 https://t.co/USHkAY5CC1""",,"Halton Hills, Ontario",,
"b'@AndrewJRoot watched mike and dave need wedding dates, drinking buddies, the to do list, and pitch perfect. i wante\\u2026 https://t.co/q7AbYvtT5z'",,"Peterborough, Ontario",,
"b""I've worked at the same job for a year now. People still call me by the wrong name. This is my life.""",,"Halifax, Nova Scotia",,
"b""@craigsfowler @aaron_lucs @LaurentianU @SportMgmtProf @GiseleRoberts1 @PierreZundel @PatyOQ Why live and work in silos. That's so 2016!""",,"Greater Sudbury / Grand Sudbury, Ontario",,
b'she got surveillance running.. watching. listening.. Just to fuck US ALL!!',,"Brampton, Ontario",,
b'Congrats @PeteVeillette #OJS for a very good Estern Canada Cup tournament this week with a 2G 3A in 5 games and goo\\u2026 https://t.co/bGIx7uszIT',OJS,"Sorel-Tracy, Qu̩bec",,
"b'This time tomorrow I will (hopefully) have at least half of my shit done and will happily be watching this is us or drinking, or both'",,"Cape Breton, Nova Scotia",,
b'Kinain na din ng realidad. Hehe! Have a great day at work! \\u2764\\ufe0f\\U0001f618 https://t.co/RlAv4aMuBy',,"Edmonton, Alberta",,
"b""Want to work at United Rentals? We're #hiring in #FortMcMurray, AB! Click for details: https://t.co/oM2eSqwjAk #BusinessMgmt #Veterans #Job""","hiring,FortMcMurray,BusinessMgmt,Veterans,Job","Wood Buffalo, Alberta",,
"b""Missed my bus to Ottawa today. So, I'm gonna eat some Halloween candy and watch Stranger Things 2 in bed. ^^ https://t.co/4UTAvy9Gmy""",,"Montr̩al, Qu̩bec",,
"b'heavily leaning to 3 days before ALA now tho, just because it would be nice to relax before the con and do some chill sightseeing'",,"Toronto, Ontario",,
b'@lauraedmonton Saw that. There is work to be done. #womensmarch',womensmarch,Canada,,
b'I want to tell you all about the wonderful work the volunteers do here at @HConnectTO. They open\\u2026 https://t.co/Xo0pE77TVN',,"Toronto, Ontario",,
"b""Deep sigh, I'm out and have to wait till I get home to watch #StarTrekDiscovery \\U0001f611\\n#onfleet""","StarTrekDiscovery,onfleet","Whitby, Ontario",,
"b""If you're looking for work in #Vancouver, BC, check out this #job: https://t.co/wQVOSm1V2k #CustomerService #Hiring #CareerArc""","Vancouver,job,CustomerService,Hiring,CareerArc","Vancouver, British Columbia",,
"b""I'm going to try and watch Stranger Things while studying but we all know I'm going to try and fail to study while watching Stranger Things""",,"Greater Sudbury / Grand Sudbury, Ontario",,
"b""Want to work at The TJX Companies? We're #hiring in #Richmond, BC! Click for details: https://t.co/lnRibj6eCb #Retail #Veterans #Job #Jobs""","hiring,Richmond,Retail,Veterans,Job,Jobs","Richmond, British Columbia",,
"b'We are giving away a Buco gift card! Tune in to CTV to watch Matteo, who won ""Canadian Pizza Chef of the Year\\u201d. The\\u2026 https://t.co/bQ8qIG6510'",,"Edmonton, Alberta",,
"b'""To work WITH people and to work FOR people"" that\'s why Julia Wiens pursued #medschool @UM_RadyFHS @CFMSFEMC https://t.co/uly147rUnY'",medschool,"Winnipeg, Manitoba",,
b'@fwd50conf Here is some documentation on how the #Drupal community worked to make the event more accessible https://t.co/ihuZ31ReUw',Drupal,"Ottawa, Ontario",,
"b'Centre Street is very slow today. This should not be a surprise to anyone. Take it easy, get to work safe!'",,"Calgary, Alberta",,
"b""#wip_lash 11/3\\nI don't work alone. I have a small writing group of people I met in a creative writing class. I also have a great CP.""",wip_lash,"Vaughan, Ontario",,
b'Going to listen to this on reppeat and imagine myself on a train and not at work. @DeckNineGames @LifeIsStrange \\nhttps://t.co/4bcN7sUiof',,"Lethbridge County, Alberta",,
b'Facilitating a workshop on Forging Mission Oriented Teams for the outstanding Leadership Group of DTM Systems Corp! #ilovewhatido #mission',"ilovewhatido,mission","The Westin Resort & Spa, Whistler",,
"b'@L0velyMissJenn Still watching games, just enjoying them without the drama.\\U0001f60a'",,"Calgary, Alberta",,
"b""@SatiarShah Their brand of drafting isn't working either. Selgado, Manneh, Maddox, hurtado all high first rounders,\\u2026 https://t.co/dYH7DWRgF0""",,"Maple Ridge, British Columbia",,
"b'Enjoying the STEAM and Music workshop this AM! #pdsbsteAm @AChelchowski @jchelchowski, would you be interested in coming to @PeelSchools?'",pdsbsteAm,"Huntsville, Ontario",,
"b""Want to work at Red Lobster? We're #hiring in #Barrie, ON! Click for details: https://t.co/taqinjv1eO #Hospitality #Job #Jobs #CareerArc""","hiring,Barrie,Hospitality,Job,Jobs,CareerArc","Barrie, Ontario",,
"b""Want to work at Robert Half Finance &amp; Accounting? We're #hiring in #Regina, SK! Click for details: https://t.co/uOjaWQePtI #Accounting""","hiring,Regina,Accounting","Regina, Saskatchewan",,
"b""Do I need to watch 'Mindhunter'? Be honest with me.""",,"Toronto, Ontario",,
b'11 pm is the wrong time to remember you have a 12 hour work call tomorrow morning! #theatrelife',theatrelife,"Calgary, Alberta",,
"b""@sunny @OfficialSpitzer hahahha.. sunny been so busy at work... insane... been weeks haven't watched you... what do i do , q triste!""",,Canada,,
b'so glad I got to watch Beyonc\\xe9 perform front row a couple yrs...first and last concert lol so worth it',,"Toronto, Ontario",,
b'I think for rapid response/crisis management relying on industry organizations won\\u2019t work. Many reasons why. Too ma\\u2026 https://t.co/1QCbrI9ArX',,"Vancouver, British Columbia",,
"b'@ikhurshudyan Flames win.....Vrana get a goal, works for me!'",,"Calgary, Alberta",,
"b""If you're looking for work in #London, ON, check out this #job: https://t.co/55daRm7sFg #CustomerService #Hiring #CareerArc""","London,job,CustomerService,Hiring,CareerArc","London, Ontario",,
"b'@realDonaldTrump Sorry but it goes all the way to his time working for you, directly, as a traitor'",,"Montr̩al, Qu̩bec",,
"b'Want to work in #Winnipeg, MB? View our latest opening: https://t.co/6KiGksgsR9 #CustomerService #Job #Jobs #Hiring #CareerArc'","Winnipeg,CustomerService,Job,Jobs,Hiring,CareerArc","Winnipeg, Manitoba",,
b'Hope #RedSox brass is watching the WS because you need to add some thunder to your lineup',RedSox,"Kingston, Ontario",,
"b'My car almost got towed, the appt I decided to work from home for got cancelled, and I just pulled twigs out of my\\u2026 https://t.co/vXm2u4sLPV'",,"Calgary, Alberta",,
b'@BeerLeagueHeroe Bergeron has played 4 games and has 4 points.',,"St. Albert, Alberta",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/c5hjCb8pvC #Hiring #CareerArc""","Toronto,job,Hiring,CareerArc","Toronto, Ontario",,
b'Tomorrow JRW and JRM Volleyball both play @metro_athletics QF games at Ainlay. Come and cheer your teams on!',,"Edmonton, Alberta",,
b'I need my own car again. Just so I can get to work and not have to share one',,"Oakville, Ontario",,
b'Congratulations President Uhuru Kenyatta \\U0001f44d. .you have won BIGLY. .yet again! Over to you Maraga \\U0001f440. .we r watching',,"Calgary, Alberta",,
"b""OMG. HIIT workouts are brutal. My soul is tweeting this as that's all I have left now.""",,"Welland, Ontario",,
b'Looking forward to having our work at @NRCan highlighted in these discussions. #CleanTechImpact\\u2026 https://t.co/Z3hDkp3KsT',CleanTechImpact,"Ottawa, Ontario",,
"b""Want to work at Wine Rack? We're #hiring in #Toronto, ON! Click for details: https://t.co/12Q0TUpJMT #Sales #Retail #Job #Jobs #CareerArc""","hiring,Toronto,Sales,Retail,Job,Jobs,CareerArc","Toronto, Ontario",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/moh854eN6h #veteransmatter #claims #Job #Jobs #Hiring'","Toronto,veteransmatter,claims,Job,Jobs,Hiring","Toronto, Ontario",,
